0a. Has committed ESBs?,1a. State,1b. Local Education Agency (LEA) or entity name,1c. LEA ID,1d. Street address 1,1e. Street address 2,1f. City,1g. State,1h. ZIP code,1i. Website,1j. Has LEA ID?,1k. LEA type (number),1l. LEA type (name),1m. Supervisory union LEA ID,1n. Locale (full number),1o. Locale broad type (number),1p. Locale broad type (name),1q. Census Region,1r. Census Division,1s. Latitude,1t. Longitude ,2a. Total number of buses,2b. Contractor used for some or all of buses?,3a. Number of ESBs committed ,3b. Number of delivered or operating ESBs,3c. Number of ESBs awarded,3d. Number of ESBs ordered,3e. Number of ESBs delivered,3f. Number of ESBs operating,3g. Number of batches,3h. Size of batch 1,3h. Size of batch 2,3h. Size of batch 3,3h. Size of batch 4,3h. Size of batch 5,3i. Percent of fleet that is electric,3j. Government agency involved (non-funding),3k. Utility/energy company involved 1,3k. Utility/energy company involved 2,3k. Utility/energy company involved 3,3l. Other groups involved 1,3l. Other groups involved 2,3l. Other groups involved 3,3m. Other notes,4a. Tribal school district?,4b. Number of students in district,4c. Number of schools in district,4d. Percentage of schools in district that are Title I schoolwide eligible,4e. Percentage of students in district eligible for free or reduced price lunch,4f. Median household income,4g. Percent of population below the poverty level,4h. Percent one race: White ,4i. Percent race alone or multiracial: White,4j. Percent one race: Black or African American ,4k. Percent race alone or multiracial: Black or African American,4l. Percent one race: American Indian and Alaska Native ,4m. Percent race alone or multiracial: American Indian and Alaska Native,4n. Percent one race: Asian ,4o. Percent race alone or multiracial: Asian,4p. Percent one race: Native Hawaiian and Other Pacific Islander ,4q. Percent race alone or multiracial: Native Hawaiian and Other Pacific Islander,4r. Percent one race: some other race ,4s. Percent race alone or multiracial: Some other race,4t. Percent two or more races,4u. Percent Hispanic or Latino (of any race) ,5a. EPA Region,5b. Percent non-white and/or Hispanic,5c. Quartile: percent non-white and/or Hispanic,5d. Percent low-income (200% of federal poverty level),5e. Quartile: percent low-income,5f. PM2.5 concentration,5g. Quartile: PM2.5 concentration,5h. Ozone concentration,5i. Quartile: ozone concentration,5j. Percent of school children with a disability,5k. Quartile: percent of school children with a disability,5l. Average rate of asthma among adults aged 18 and older,5m. Quartile: average rate of asthma,5n. Qualified for American Rescue Plan funding? ,5o. EPA 2022 Clean School Bus Rebate Program prioritized school district?,5p. EPA 2023 Clean School Bus Grant & Rebate Programs prioritized school district?,5q. WRI Priority Outreach District (POD)?,6a. Has any expression of interest in ESBs?,6b. ARP 2021 waitlist position,6c. DERA school bus rebates 2020 waitlist position,6d. DERA school bus rebates 2021 waitlist position,6e. Applied for ESB funding but not awarded
no,ALABAMA,Pelham City,100194,3160 Pelham Parkway,,Pelham,AL,35124.0,http://www.pelhamcityschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,South,East South Central,33.287785,-86.811329,62.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,3425.0,4.0,0.5,0.48145985401459857,81606.0,0.040999999999999995,0.77,0.826,0.12300000000000001,0.132,0.003,0.00132,0.026000000000000002,0.028999999999999998,0.0,0.0,0.021,0.059000000000000004,0.057,0.125,4.0,0.246785239,3.0,0.154095022,1.0,10.10344013,4.0,66.11283002,4.0,0.053,3.0,0.08778354832363769,1.0,No,No,No,False,1.0,,,,
no,ALABAMA,Pike Road City,100195,9045 Vaughn Road,,Montgomery,AL,36117.0,http://www.pikeroadschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,East South Central,32.342123,-86.125991,43.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2695.0,4.0,0.0,0.24192949907235622,109537.0,0.055999999999999994,0.616,0.626,0.306,0.31,0.003,0.0031,0.064,0.07,0.0,0.002,0.0,0.0,0.011000000000000001,0.017,4.0,0.459566201,4.0,0.155333312,1.0,9.542371308,4.0,59.40157858,3.0,0.05,2.0,0.0828783470377398,1.0,No,No,No,False,1.0,,,,
no,ALABAMA,MAEF Public Charter Schools,100197,3725 AIRPORT BLVD,,MOBILE,AL,36608.0,,Yes,7.0,Independent charter district,,12.0,1,Urban,South,East South Central,30.672421,-88.138607,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,648.0,2.0,1.0,0.7484567901234568,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
no,ALABAMA,University Charter School,100199,108 North Street,,Livingston,AL,35470.0,http://www.universitycharterschool.org,Yes,7.0,Independent charter district,,43.0,4,Rural,South,East South Central,32.586288,-88.189067,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,660.0,2.0,1.0,0.543939393939394,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,No,Yes,Yes,False,1.0,,,,
no,ALABAMA,Legacy Prep,100201,1500 Daniel Payne Drive,,Birmingham,AL,35214.0,http://www.legacyprepal.org,Yes,7.0,Independent charter district,,12.0,1,Urban,South,East South Central,33.553991,-86.872386,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,404.0,1.0,1.0,0.9628712871287128,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
yes,MISSOURI,ACADEMIE LAFAYETTE,2900017,201 East Armour Boulevard,,Kansas City,MO,64111.0,http://WWW.ACADEMIELAFAYETTE.ORG,Yes,7.0,Independent charter district,,11.0,1,Urban,Midwest,West North Central,39.063408,-94.582752,16.0,Yes,8.0,0.0,8.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.5,,,,,,,,,No,1291.0,4.0,1.0,0.23392718822618125,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,Yes,No,No,False,1.0,,,,
no,ALABAMA,LEAD Academy,100203,2897 Eastern Blvd,,Montgomery,AL,36116.0,http://www.leadacademyal.org,Yes,7.0,Independent charter district,,12.0,1,Urban,South,East South Central,32.341405,-86.223619,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,711.0,2.0,1.0,0.7327707454289732,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,Yes,No,No,False,1.0,,,,
no,ALABAMA,i3 Academy,100204,1 55th Place South,,Birmingham,AL,35212.0,http://www.i3academy.org,Yes,7.0,Independent charter district,,12.0,1,Urban,South,East South Central,33.537508,-86.763339,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,625.0,2.0,1.0,0.6544,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
no,ALABAMA,LIFE Academy,100207,2048 West Fairview Avenue,,Montgomery,AL,36108.0,http://www.LIFEAcademyAL.com,Yes,7.0,Independent charter district,,12.0,1,Urban,South,East South Central,32.352192,-86.328259,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,305.0,1.0,1.0,0.5409836065573771,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
no,ALABAMA,Breakthrough Charter School,100208,1101 Washington Street,,Marion,AL,35756.0,http://www.breakthroughcharterschool.org,Yes,7.0,Independent charter district,,43.0,4,Rural,South,East South Central,32.607571,-87.335131,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,282.0,1.0,1.0,0.46099290780141844,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,No,Yes,Yes,False,1.0,,,,
no,ALABAMA,Auburn City,100210,855 E Samford Ave,,Auburn,AL,36830.0,http://www.auburnschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,13.0,1,Urban,South,East South Central,32.599209,-85.464096,119.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,9492.0,14.0,0.3076923076923077,0.31721449641803623,54700.0,0.252,0.7020000000000001,0.7240000000000001,0.17800000000000002,0.188,0.001,0.00188,0.085,0.091,0.0,0.001,0.01,0.017,0.024,0.034,4.0,0.344353939,4.0,0.358329596,4.0,9.520264684,4.0,58.7986784,2.0,0.043,2.0,0.110891262030928,4.0,Yes,No,No,True,1.0,,,,
no,ALABAMA,Magic City Acceptance Academy,100211,75 Bagby Drive,,Homewood,AL,35209.0,http://www.magiccityacceptanceacademy.org/,Yes,7.0,Independent charter district,,21.0,2,Suburban,South,East South Central,33.470676,-86.829899,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,338.0,1.0,1.0,0.3698224852071006,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,2023 CSBP grant
no,ALABAMA,Alabama School of Cyber Technology and Engineering,100212,229 Wynn Drive,,Huntsville,AL,35805.0,http://www.ascte.org,Yes,5.0,State operated agency,,12.0,1,Urban,South,East South Central,34.725714,-86.655826,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,,0.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,
no,ALABAMA,Alabama Aerospace and Aviation,100213,1414 2nd Avenue North,,Bessemer,AL,35020.0,http://alaahs.org,Yes,7.0,Independent charter district,,21.0,2,Suburban,South,East South Central,33.397344,-86.956911,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,79.0,1.0,0.0,0.5316455696202531,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,No,No,No,False,1.0,,,,2023 CSBP grant
no,ALABAMA,Autauga County,100240,153 W 4th St,,Prattville,AL,36067.0,http://acboe.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,East South Central,32.462807,-86.474304,159.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,9202.0,15.0,0.4666666666666667,0.5621603999130623,62660.0,0.136,0.7509999999999999,0.782,0.19699999999999998,0.209,0.002,0.00209,0.011000000000000001,0.019,0.0,0.0,0.003,0.019,0.036000000000000004,0.03,4.0,0.269029345,3.0,0.305328045,3.0,9.64178926,4.0,59.93974044,3.0,0.086,4.0,0.102222242282,3.0,No,No,No,False,1.0,,,,
no,ALABAMA,Baldwin County,100270,2600 North Hand Ave,,Bay Minette,AL,36507.0,http://www.bcbe.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,East South Central,30.912515,-87.787491,386.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,31517.0,45.0,0.5,0.5427547038106418,65543.0,0.09300000000000001,0.8370000000000001,0.871,0.09300000000000001,0.099,0.006,0.00099,0.009000000000000001,0.015,0.0,0.003,0.019,0.033,0.036000000000000004,0.048,4.0,0.174273877,3.0,0.254654803,2.0,8.61956412,3.0,59.00224676,2.0,0.051,3.0,0.09317775025334979,2.0,No,No,No,False,1.0,,,,
no,ALABAMA,Barbour County,100300,168 Western Bypass,,Clayton,AL,36016.0,http://www.barbourcountyschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,South,East South Central,31.881958,-85.461165,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,715.0,3.0,1.0,0.9552447552447553,36864.0,0.223,0.43,0.44299999999999995,0.509,0.513,0.004,0.00513,0.003,0.004,0.0,0.0,0.035,0.047,0.019,0.055999999999999994,4.0,0.55390158,4.0,0.443208361,4.0,8.990656011,4.0,58.81652515,2.0,0.091,4.0,0.11221717594784501,4.0,No,Yes,Yes,True,1.0,,,,
no,ALABAMA,Bessemer City,100330,1621 5th Ave N,,Bessemer,AL,35020.0,http://www.bessk12.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,South,East South Central,33.401041,-86.957423,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,3246.0,9.0,0.7777777777777778,0.7600123228589033,32416.0,0.28800000000000003,0.203,0.23,0.725,0.741,0.002,0.00741,0.002,0.002,0.0,0.0,0.037000000000000005,0.046,0.03,0.057,4.0,0.611260409,4.0,0.337318181,3.0,10.05846203,4.0,67.25950471,4.0,0.11699999999999999,4.0,0.111834505691264,4.0,No,Yes,Yes,True,1.0,,,,
no,ALABAMA,Bibb County,100360,721 Walnut Street,,Centreville,AL,35042.0,http://www.bibbed.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,South,East South Central,32.9455,-87.143074,62.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,3098.0,9.0,0.7777777777777778,0.6662362814719174,54277.0,0.16899999999999998,0.759,0.772,0.223,0.225,0.001,0.0022500000000000003,0.002,0.003,0.0,0.0,0.001,0.005,0.013000000000000001,0.027999999999999997,4.0,0.259503837,3.0,0.378591826,4.0,9.401276964,4.0,63.66116378,4.0,0.081,4.0,0.105,4.0,No,Yes,Yes,True,1.0,,,,
yes,MASSACHUSETTS,Acton-Boxborough,2501710,15 Charter Rd,,Acton,MA,1720.0,http://www.abschools.org/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,Northeast,New England,42.47787,-71.455511,48.0,Yes,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.020833333333333332,,,,,,,,,No,5197.0,9.0,0.0,0.0,137945.0,0.031,0.665,0.7170000000000001,0.046,0.055,0.001,0.00055,0.228,0.243,0.0,0.001,0.006999999999999999,0.027999999999999997,0.052000000000000005,0.035,1.0,0.355600953,4.0,0.111201907,1.0,6.596857068,2.0,55.15810714,1.0,0.032,2.0,0.0861754795107324,1.0,No,No,No,False,1.0,,,,2022 CSBP rebate
no,ALABAMA,Blount County,100420,204 2nd Ave East,,Oneonta,AL,35121.0,http://www.blountboe.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,East South Central,33.946027,-86.476206,131.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,7798.0,17.0,0.7647058823529411,0.5906642728904847,54157.0,0.128,0.9279999999999999,0.961,0.01,0.016,0.004,0.00016,0.003,0.004,0.001,0.004,0.02,0.035,0.035,0.091,4.0,0.14076829,2.0,0.331465254,3.0,9.126504808,4.0,62.3508987,4.0,0.038,2.0,0.0980325604341391,3.0,No,Yes,No,False,1.0,,,,2022 CSBP rebate
no,ALABAMA,Brewton City,100450,811 Belleville Ave,,Brewton,AL,36426.0,http://www.brewtoncityschools.org/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,South,East South Central,31.118078,-87.073117,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1224.0,3.0,0.6666666666666666,0.5718954248366013,44528.0,0.184,0.5760000000000001,0.599,0.386,0.389,0.0,0.0038900000000000002,0.013000000000000001,0.013000000000000001,0.0,0.0,0.001,0.01,0.023,0.024,4.0,0.290572014,3.0,0.335476057,3.0,8.875079996,4.0,57.82750028,2.0,0.019,1.0,0.0999707987942728,3.0,No,Yes,Yes,False,1.0,,,,
no,ALABAMA,Bullock County,100480,108 Hardaway Avenue,,Union Springs,AL,36089.0,http://www.bullockco.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,South,East South Central,32.144752,-85.716937,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1397.0,4.0,0.75,0.7630637079455977,29063.0,0.309,0.248,0.26,0.69,0.6970000000000001,0.0,0.0069700000000000005,0.004,0.01,0.0,0.0,0.04,0.049,0.019,0.085,4.0,0.796264202,4.0,0.524841132,4.0,9.111262301,4.0,58.44430145,2.0,0.09699999999999999,4.0,0.11253305351521499,4.0,No,Yes,Yes,True,1.0,,,,
no,ALABAMA,Butler County,100510,211 School Highlands Road,,Greenville,AL,36037.0,http://www.butlerco.k12.al.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,South,East South Central,31.815031,-86.626547,49.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2900.0,7.0,0.8571428571428571,0.8213793103448276,45236.0,0.182,0.516,0.532,0.44799999999999995,0.452,0.002,0.00452,0.015,0.016,0.0,0.0,0.002,0.01,0.017,0.016,4.0,0.490798186,4.0,0.395808352,4.0,8.796837929,4.0,57.9434914,2.0,0.055,3.0,0.108064352890628,4.0,No,Yes,Yes,True,1.0,,,,
no,ALABAMA,Calhoun County,100540,4400 McClellan Blvd,,Anniston,AL,36206.0,,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,East South Central,31.321586,-86.482976,164.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,8050.0,19.0,0.5263157894736842,0.666583850931677,54622.0,0.139,0.8290000000000001,0.856,0.12,0.13,0.0,0.0013,0.006,0.013000000000000001,0.003,0.003,0.013000000000000001,0.017,0.027000000000000003,0.026000000000000002,4.0,0.275781782,3.0,0.376267692,4.0,9.242740696,4.0,60.98087064,3.0,0.052000000000000005,3.0,0.105473035812969,4.0,No,No,Yes,False,1.0,,,,
no,ALABAMA,Chambers County,100600,1298  AVC Drive,,Lafayette,AL,36862.0,http://www.chambersk12.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,South,East South Central,32.890345,-85.382695,65.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,3158.0,10.0,0.6666666666666666,0.5997466751108297,47652.0,0.14300000000000002,0.636,0.645,0.33299999999999996,0.336,0.003,0.00336,0.013000000000000001,0.015,0.0,0.0,0.006,0.008,0.01,0.018000000000000002,4.0,0.451828673,4.0,0.427111443,4.0,9.470850247,4.0,59.59228898,3.0,0.027999999999999997,1.0,0.103567195674154,3.0,No,Yes,Yes,True,1.0,,,,
no,ALABAMA,Cherokee County,100630,130 E Main St,,Centre,AL,35960.0,http://www.cherokeek12.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,East South Central,34.151676,-85.678793,65.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,3886.0,8.0,0.875,0.6850231600617601,43475.0,0.15,0.915,0.9390000000000001,0.047,0.054000000000000006,0.003,0.0005400000000000001,0.001,0.002,0.0,0.001,0.01,0.013999999999999999,0.025,0.018000000000000002,4.0,0.090650651,2.0,0.384824825,4.0,9.090985367,4.0,60.85403923,3.0,0.036000000000000004,2.0,0.10360384316770099,3.0,No,Yes,Yes,False,1.0,,,,2023 CSBP grant
no,ALABAMA,Chilton County,100660,1705 Lay Dam Rd,,Clanton,AL,35045.0,http://www.chilton.k12.al.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,East South Central,32.868878,-86.622212,148.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,7858.0,14.0,0.8571428571428571,0.7328836854161365,56243.0,0.157,0.8109999999999999,0.851,0.08800000000000001,0.11,0.013999999999999999,0.0011,0.005,0.006,0.0,0.001,0.038,0.055,0.044000000000000004,0.08,4.0,0.207325501,3.0,0.380854716,4.0,9.505092032,4.0,62.00905385,4.0,0.069,3.0,0.09801530068618669,3.0,Yes,Yes,Yes,False,1.0,,,,
no,ALABAMA,Choctaw County,100690,107 Tom Orr Dr,,Butler,AL,36904.0,http://www.choctawal.org/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,South,East South Central,32.084838,-88.2326,49.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1097.0,4.0,1.0,0.7511394712853237,38581.0,0.21600000000000003,0.5670000000000001,0.574,0.413,0.418,0.001,0.00418,0.001,0.006,0.0,0.0,0.006999999999999999,0.006999999999999999,0.011000000000000001,0.011000000000000001,4.0,0.435506567,4.0,0.409709193,4.0,8.945013421,4.0,56.21270869,2.0,0.07,3.0,0.10802640883180599,4.0,No,Yes,Yes,False,1.0,,,,
no,ALABAMA,Clarke County,100720,155 W Cobb St,,Grove Hill,AL,36451.0,http://www.clarkecountyschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,South,East South Central,31.709669,-87.780118,64.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2171.0,7.0,0.8571428571428571,0.7351450944265315,44496.0,0.247,0.526,0.54,0.444,0.45299999999999996,0.001,0.004529999999999999,0.005,0.006,0.0,0.0,0.01,0.012,0.013999999999999999,0.015,4.0,0.466594217,4.0,0.413059913,4.0,9.018934828,4.0,56.31745003,2.0,0.08800000000000001,4.0,0.108250838247196,4.0,No,Yes,Yes,False,1.0,,,,
yes,COLORADO,Adams 12 Five Star Schools,806900,1500 E 128TH AVENUE,,THORNTON,CO,80241.0,http://www.adams12.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,West,Mountain,39.926677,-104.966609,,,4.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,No,35747.0,55.0,0.3148148148148148,0.4401767980529835,87305.0,0.081,0.7559999999999999,0.855,0.02,0.034,0.008,0.00034,0.052000000000000005,0.069,0.001,0.003,0.059000000000000004,0.122,0.10400000000000001,0.316,8.0,0.431630631,4.0,0.211843347,2.0,8.731405661,4.0,65.83453881,4.0,0.047,2.0,0.0926479394287905,2.0,No,No,No,False,1.0,,,72,2022 CSBP rebate
no,ALABAMA,Cleburne County,100780,141 Davenport Drive,,Heflin,AL,36264.0,http://www.cleburneschools.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,East South Central,33.677552,-85.552646,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2507.0,9.0,0.6666666666666666,0.6318308735540487,48100.0,0.141,0.93,0.95,0.026000000000000002,0.038,0.002,0.00037999999999999997,0.0,0.002,0.0,0.001,0.021,0.021,0.02,0.027000000000000003,4.0,0.076033497,1.0,0.369001728,4.0,9.098387873,4.0,60.84928387,3.0,0.051,3.0,0.100175394068928,3.0,No,Yes,Yes,False,1.0,,,,
no,ALABAMA,Coffee County,100810,400 Reddoch Hill Rd,,Elba,AL,36323.0,http://www.coffeecountyschools.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,East South Central,31.410122,-86.056394,38.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2846.0,5.0,1.0,0.6159522136331693,58810.0,0.158,0.84,0.898,0.057999999999999996,0.081,0.01,0.0008100000000000001,0.008,0.017,0.0,0.001,0.022000000000000002,0.034,0.062,0.08,4.0,0.313948805,3.0,0.336749306,3.0,8.72845026,4.0,57.93654969,2.0,0.061,3.0,0.101071086873325,3.0,No,Yes,No,False,1.0,,,,
no,ALABAMA,Colbert County,100840,425 Highway 72 West,,Tuscumbia,AL,35674.0,http://www.colbert.k12.al.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,East South Central,34.714351,-87.702389,52.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2621.0,8.0,0.75,0.465852727966425,56827.0,0.145,0.841,0.857,0.122,0.124,0.005,0.00124,0.003,0.005,0.001,0.001,0.011000000000000001,0.016,0.017,0.022000000000000002,4.0,0.233815142,3.0,0.357285907,4.0,7.80064085,3.0,56.46865772,2.0,0.04,2.0,0.100419660562981,3.0,No,No,Yes,False,1.0,,,,
no,ALABAMA,Conecuh County,100870,1455 Ted Bates Road,,Evergreen,AL,36401.0,http://www.conecuh.k12.al.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,East South Central,31.455421,-86.969959,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1487.0,9.0,0.6666666666666666,0.8016139878950908,37986.0,0.13,0.501,0.51,0.48100000000000004,0.483,0.002,0.00483,0.004,0.009000000000000001,0.0,0.0,0.002,0.002,0.01,0.001,4.0,0.498981151,4.0,0.497537782,4.0,8.825792596,4.0,57.45626186,2.0,0.067,3.0,0.10847928636226101,4.0,No,Yes,Yes,False,1.0,,,,
no,ALABAMA,Coosa County,100900,73 Nixburg Road,,Rockford,AL,35136.0,http://coosaschools.k12.al.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,South,East South Central,32.887557,-86.222306,45.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,805.0,2.0,1.0,0.6372670807453417,50013.0,0.111,0.662,0.6809999999999999,0.307,0.308,0.004,0.00308,0.0,0.002,0.0,0.0,0.008,0.016,0.02,0.026000000000000002,4.0,0.359318138,4.0,0.338345145,3.0,9.288373283,4.0,59.49720398,3.0,0.172,4.0,0.103773723892885,3.0,No,Yes,Yes,False,1.0,,,,
no,ALABAMA,Covington County,100930,807 C C Baker Ave,,Andalusia,AL,36421.0,http://www.cov.k12.al.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,East South Central,31.321586,-86.482976,71.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,3040.0,8.0,1.0,0.6789473684210526,50656.0,0.165,0.904,0.922,0.059000000000000004,0.07,0.005,0.0007000000000000001,0.01,0.01,0.001,0.001,0.002,0.004,0.018000000000000002,0.016,4.0,0.171512403,3.0,0.399706588,4.0,8.62621467,3.0,58.08374468,2.0,0.035,2.0,0.102799973520455,3.0,No,Yes,Yes,False,1.0,,,,
